ID,Rider,Team,Kls,Me,Scr,Bon,Sum,St,Avg,I,II,III,IV,D,T,M,W,U,Year
93,Lukasz Bojarski,WRO,Nie,4,3,0,3,9,0.333,0,1,1,5,1,0,0,1,0,2013
88,Lukasz Cyran,GOR,Nie,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2008
75,Lukasz Cyran,GOR,Nie,5,2,0,2,7,0.286,0,0,2,3,0,0,1,1,0,2009
56,Lukasz Cyran,GOR,Nie,1,3,0,3,3,1,0,1,1,1,0,0,0,0,0,2010
53,Lukasz Cyran,GOR,Tak,18,39,12,51,51,1,2,10,13,19,0,1,0,6,0,2011
73,Lukasz Cyran,GOR,Nie,8,17,1,18,23,0.783,1,3,8,9,1,0,0,1,0,2013
64,Lukasz Jankowski,ZIE,Nie,7,20,3,23,21,1.095,3,2,7,8,1,0,0,0,0,2012
84,Lukasz Jankowski,GOR,Nie,3,3,1,4,6,0.667,0,1,1,4,0,0,0,0,0,2013
95,LukaszKaczmarek,GOR,Nie,4,2,0,2,11,0.182,0,0,2,7,0,1,0,1,0,2012
71,LukaszKret,RZE,Tak,16,8,1,9,42,0.214,0,2,4,30,2,1,0,3,0,2011
82,LukaszKret,RZE,Nie,6,11,1,12,20,0.6,1,0,8,6,4,1,0,0,0,2012
95,LukaszKret,RZE,Nie,9,7,1,8,25,0.32,1,0,4,13,2,0,3,1,1,2013
69,LukaszLesiak,TAR,Nie,8,11,0,11,27,0.407,0,1,9,14,0,1,2,0,0,2011
97,LukaszPrzedpelski,TOR,Nie,2,0,0,0,6,0,0,0,0,4,1,0,0,1,0,2012
70,LukaszSówka,ZIE,Nie,6,4,0,4,9,0.444,1,0,1,6,1,0,0,0,0,2010
55,LukaszSówka,RZE,Tak,16,76,8,84,66,1.273,11,13,17,22,1,1,0,0,1,2012
49,LukaszSówka,RZE,Tak,18,97,13,110,75,1.467,14,16,23,17,1,1,3,0,0,2013
74,LukaszSówka,RZE,Nie,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015
62,Adam Bednar,GOR,Nie,5,5,0,5,7,0.714,1,0,2,4,0,0,0,0,0,2024
68,Adam Ellis,GOR,Nie,4,0,0,0,5,0,0,0,0,4,1,0,0,0,0,2019
66,Adam Kajoch,LES,Nie,10,26,4,30,35,0.857,2,7,6,19,0,0,0,1,0,2007
64,Adam Kajoch,LES,Nie,5,13,1,14,15,0.933,1,2,6,5,1,0,0,0,0,2008
23,Adam Shields,LES,Nie,9,56,16,72,39,1.846,7,10,15,6,0,0,0,0,1,2008
33,Adam Shields,LES,Tak,11,60,13,73,48,1.521,5,11,23,5,1,3,0,0,0,2009
45,Adam Shields,LES,Nie,2,6,3,9,8,1.125,0,1,4,3,0,0,0,0,0,2010
46,Adam Shields,WRO,Nie,7,24,6,30,26,1.154,3,2,11,10,0,0,0,0,0,2011
45,Adam Skórnicki,GDA,Tak,16,69,13,82,66,1.242,7,11,26,18,3,1,0,0,0,2009
52,Adam Skórnicki,LES,Nie,12,31,10,41,39,1.051,3,5,12,18,1,0,0,0,0,2011
57,Adam Strzelec,ZIE,Tak,17,40,5,45,50,0.9,2,8,18,19,0,1,0,2,0,2011
71,Adam Strzelec,ZIE,Tak,21,60,10,70,71,0.986,8,7,22,27,2,1,0,3,1,2012
69,Adam Strzelec,CZE,Nie,11,26,3,29,32,0.906,3,4,9,14,1,0,0,1,0,2013
58,Adam Strzelec,ZIE,Tak,15,37,12,49,47,1.043,3,9,10,22,0,0,1,1,1,2014
74,Adam Strzelec,ZIE,Nie,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015
66,Adrian Cyfer,GOR,Nie,2,3,0,3,5,0.6,0,0,3,2,0,0,0,0,0,2011
84,Adrian Cyfer,GOR,Tak,22,29,6,35,63,0.556,0,7,15,36,5,0,0,0,0,2012
66,Adrian Cyfer,GOR,Nie,11,27,6,33,31,1.065,2,6,9,12,1,0,0,1,0,2013
56,Adrian Cyfer,GOR,Tak,18,59,12,71,61,1.164,4,11,25,19,1,0,0,1,0,2014
43,Adrian Cyfer,GOR,Tak,14,43,9,52,42,1.238,3,8,18,12,1,0,0,0,0,2015
48,Adrian Cyfer,GOR,Tak,18,43,14,57,53,1.075,1,9,22,19,1,0,0,1,0,2016
87,Adrian Gala,GNI,Nie,5,8,2,10,17,0.588,1,0,5,8,1,1,0,0,1,2013
56,Adrian Gala,WRO,Tak,14,26,9,35,41,0.854,1,4,15,17,2,0,0,2,0,2015
64,Adrian Gala,WRO,Nie,14,19,6,25,36,0.694,1,5,6,16,7,1,0,0,0,2016
96,Adrian Gomólski,ZIE,Nie,4,3,1,4,14,0.286,0,0,3,10,0,1,0,0,0,2013
18,Adrian Miedzinski,TOR,Tak,17,125,26,151,79,1.911,16,25,27,6,0,0,0,5,0,2008
19,Adrian Miedzinski,TOR,Tak,20,172,21,193,104,1.856,28,27,34,14,0,0,0,1,0,2009
17,Adrian Miedzinski,TOR,Tak,20,156,17,173,95,1.821,27,25,25,15,2,0,0,1,0,2010
12,Adrian Miedzinski,TOR,Tak,19,164,17,181,91,1.989,29,26,25,6,1,1,0,3,0,2011
30,Adrian Miedzinski,TOR,Tak,22,184,22,206,113,1.823,28,34,32,18,0,0,0,1,0,2012
12,Adrian Miedzinski,TOR,Tak,20,206,23,229,110,2.082,38,34,24,8,2,0,0,4,0,2013
25,Adrian Miedzinski,TOR,Tak,14,102,15,117,66,1.773,15,20,17,10,1,0,0,3,0,2014
32,Adrian Miedzinski,TOR,Tak,15,83,12,95,62,1.532,10,18,17,14,2,0,0,1,0,2015
34,Adrian Miedzinski,TOR,Tak,18,111,16,127,80,1.588,13,20,32,9,1,0,0,5,0,2016
35,Adrian Miedzinski,TOR,Tak,10,76,3,79,51,1.549,11,16,11,7,0,0,0,6,0,2017
28,Adrian Miedzinski,CZE,Tak,18,126,22,148,89,1.663,14,33,18,16,1,0,0,6,1,2018
41,Adrian Miedzinski,CZE,Tak,18,84,17,101,77,1.312,9,17,23,23,0,0,0,4,1,2019
38,Adrian Miedzinski,TOR,Tak,14,76,11,87,60,1.45,9,19,11,16,0,0,0,5,0,2021
65,Adrian Miedzinski,LES,Nie,5,8,0,8,13,0.615,0,2,4,7,0,0,0,0,0,2023
25,Adrian Miedzinski,TOR,Tak,18,118,23,141,83,1.699,14,25,26,8,4,1,1,3,1,2007
72,Adrian Szewczykowski,GOR,Tak,15,23,1,24,34,0.706,2,4,9,18,0,0,0,0,1,2008
68,Adrian Szewczykowski,GOR,Nie,6,5,2,7,11,0.636,0,0,5,6,0,0,0,0,0,2009
71,Adrian Wozniak,CZE,Nie,3,2,0,2,9,0.222,0,0,2,5,2,0,0,0,0,2018
49,Alan Marcinkowski,TOR,Nie,19,37,13,50,38,1.316,2,10,11,14,1,0,0,0,0,2007
61,Alan Szczotka,GOR,Nie,5,11,2,13,15,0.867,1,1,6,6,1,0,0,0,0,2017
63,Alan Szczotka,GOR,Nie,17,15,3,18,33,0.545,1,1,10,21,0,0,0,0,0,2018
71,Alan Szczotka,GOR,Nie,7,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2019
55,Ales Dryml,TOR,Nie,9,32,7,39,37,1.054,3,4,15,11,3,1,0,0,0,2007
60,Ales Dryml,TAR,Nie,4,14,3,17,18,0.944,0,3,8,7,0,0,0,0,0,2008
79,Alex Zgardzinski,ZIE,Nie,5,9,2,11,15,0.733,1,2,2,10,0,0,0,0,0,2013
54,Alex Zgardzinski,ZIE,Nie,5,13,5,18,15,1.2,0,4,5,4,2,0,0,0,0,2014
58,Alex Zgardzinski,ZIE,Tak,14,26,4,30,40,0.75,3,4,9,22,1,0,0,1,0,2015
60,Alex Zgardzinski,ZIE,Nie,6,13,3,16,19,0.842,0,3,7,9,0,0,0,0,0,2016
58,Alex Zgardzinski,ZIE,Tak,18,50,8,58,61,0.951,4,11,16,28,1,0,0,1,0,2017
46,Alex Zgardzinski,ZIE,Nie,9,27,3,30,26,1.154,4,4,7,11,0,0,0,0,0,2018
53,Anders Rowe,TOR,Nie,8,10,1,11,11,1,1,1,5,4,0,0,0,0,0,2024
28,Anders Thomsen,GOR,Tak,11,74,11,85,51,1.667,10,15,14,8,2,1,0,1,0,2019
15,Anders Thomsen,GOR,Tak,17,153,13,166,84,1.976,27,25,22,9,0,0,0,1,0,2020
17,Anders Thomsen,GOR,Tak,18,158,13,171,93,1.839,29,25,21,14,1,0,0,3,0,2021
10,Anders Thomsen,GOR,Tak,19,116,17,133,65,2.046,20,21,14,9,1,0,0,0,0,2022
8,Anders Thomsen,GOR,Tak,14,145,8,153,71,2.155,29,23,12,4,0,0,0,3,0,2023
9,Anders Thomsen,GOR,Tak,19,186,11,197,94,2.096,35,29,23,4,1,0,0,2,0,2024
13,Andreas Jonsson,BYD,Tak,13,111,6,117,58,2.017,18,23,11,4,1,0,0,0,1,2007
10,Andreas Jonsson,BYD,Tak,19,201,13,214,102,2.098,37,35,20,4,1,1,2,2,0,2009
12,Andreas Jonsson,BYD,Tak,16,169,14,183,89,2.056,27,32,24,5,0,1,0,0,0,2010
4,Andreas Jonsson,ZIE,Tak,20,217,24,241,104,2.317,40,40,17,6,0,1,0,0,0,2011
4,Andreas Jonsson,ZIE,Tak,21,222,14,236,104,2.269,43,40,13,1,3,2,0,2,0,2012
18,Andreas Jonsson,ZIE,Tak,18,135,14,149,73,2.041,19,33,12,7,0,2,0,0,0,2013
19,Andreas Jonsson,ZIE,Tak,17,141,18,159,83,1.916,21,28,22,10,0,0,0,2,0,2014
39,Andreas Jonsson,ZIE,Tak,12,68,14,82,59,1.39,6,15,20,17,1,0,0,0,0,2015
35,Andreas Jonsson,RYB,Tak,13,96,6,102,65,1.569,12,18,24,9,0,1,0,0,1,2016
51,Andreas Jonsson,CZE,Tak,10,43,4,47,41,1.146,3,10,14,12,0,0,0,1,1,2017
49,Andreas Jonsson,LUB,Tak,13,42,5,47,40,1.175,5,5,17,11,0,0,0,2,0,2019
65,Andreas Lyager,CZE,Nie,18,5,0,5,10,0.5,0,1,3,6,0,0,0,0,0,2018
78,Andreas Messing,RZE,Nie,7,9,1,10,24,0.417,0,2,5,12,3,1,1,0,0,2007
38,Andriy Karpov,ZIE,Tak,18,100,22,122,84,1.452,8,25,26,21,3,1,0,0,0,2016
55,Andriy Karpov,ZIE,Nie,8,27,5,32,31,1.032,3,6,6,13,1,0,0,2,0,2017
70,Andriy Kobrin,GDA,Nie,5,4,0,4,8,0.5,1,0,1,5,0,0,0,1,0,2009
73,Andrzej Gluchy,TAR,Nie,8,12,2,14,26,0.538,1,2,5,11,2,1,1,0,3,2007
37,Andzejs Lebedevs,WRO,Tak,17,88,11,99,65,1.523,10,21,16,15,1,1,1,0,0,2017
60,Andzejs Lebedevs,WRO,Nie,5,8,0,8,12,0.667,1,2,1,7,0,0,0,1,0,2018
38,Andzejs Lebedevs,RYB,Nie,8,11,3,14,10,1.4,0,3,5,2,0,0,0,0,0,2020
28,Andzejs Lebedevs,KRO,Tak,14,123,6,129,76,1.697,16,25,25,9,0,0,0,1,0,2023
25,Andzejs Lebedevs,LES,Tak,13,90,9,99,58,1.707,16,15,12,13,1,0,0,1,0,2024
68,Antoni Kawczynski,TOR,Tak,17,24,1,25,44,0.568,3,2,11,24,1,0,0,1,2,2024
66,Antoni Mencel,LES,Tak,10,4,0,4,18,0.222,0,0,4,14,0,0,0,0,0,2022
57,Antoni Mencel,LES,Tak,16,27,8,35,44,0.795,1,6,12,23,2,0,0,0,0,2023
57,Antoni Mencel,LES,Tak,14,28,6,34,40,0.85,4,3,10,21,1,0,0,1,0,2024
47,Antonio Lindbaeck,CZE,Nie,7,34,4,38,28,1.357,1,12,7,5,1,2,0,0,0,2007
28,Antonio Lindbaeck,BYD,Tak,20,150,20,170,104,1.635,21,32,23,19,3,5,0,0,1,2009
40,Antonio Lindbaeck,BYD,Tak,16,93,10,103,73,1.411,11,20,20,19,0,1,0,1,1,2010
38,Antonio Lindbaeck,GNI,Nie,6,44,4,48,30,1.6,5,11,7,7,0,0,0,0,0,2013
16,Antonio Lindbaeck,GRU,Tak,13,124,9,133,69,1.928,26,17,12,12,1,0,0,1,0,2016
17,Antonio Lindbaeck,GRU,Tak,14,113,14,127,64,1.984,18,21,17,4,0,1,0,2,1,2017
22,Antonio Lindbaeck,GRU,Tak,14,99,10,109,62,1.758,16,16,19,11,0,0,0,0,0,2018
34,Antonio Lindbaeck,GRU,Tak,13,78,16,94,62,1.516,6,20,20,12,1,2,0,1,0,2019
40,Antonio Lindbaeck,ZIE,Tak,14,58,10,68,54,1.259,5,11,21,17,0,0,0,0,0,2020
50,Anton Karlsson,CZE,Nie,2,1,1,2,2,1,0,0,1,1,0,0,0,0,0,2023
72,Antti Vuolas,LUB,Nie,2,3,0,3,7,0.429,0,0,3,4,0,0,0,0,0,2023
66,Arkadiusz Madej,TAR,Nie,11,10,1,11,34,0.324,0,2,6,25,0,1,0,0,0,2015
67,Arkadiusz Madej,TAR,Tak,11,17,1,18,37,0.486,3,2,4,26,0,0,1,1,0,2016
40,Artem Laguta,CZE,Tak,16,86,10,96,70,1.371,10,19,18,22,0,0,0,1,0,2011
58,Artem Laguta,BYD,Tak,13,53,5,58,48,1.208,7,11,10,18,1,1,0,0,0,2012
11,Artem Laguta,TAR,Tak,22,197,12,209,100,2.09,41,27,20,6,4,1,0,1,0,2013
9,Artem Laguta,TAR,Tak,18,162,14,176,80,2.2,36,19,16,8,0,0,1,0,0,2014
18,Artem Laguta,GRU,Tak,14,137,7,144,73,1.973,29,15,20,4,4,1,0,0,0,2015
18,Artem Laguta,GRU,Tak,13,114,2,116,62,1.871,25,13,13,6,3,0,0,2,0,2016
3,Artem Laguta,GRU,Tak,14,156,5,161,72,2.236,39,14,11,6,1,0,0,1,0,2017
4,Artem Laguta,GRU,Tak,14,180,4,184,77,2.39,44,20,8,5,0,0,0,0,0,2018
5,Artem Laguta,GRU,Tak,14,140,4,144,63,2.286,32,16,12,2,0,0,1,0,0,2019
3,Artem Laguta,GRU,Tak,14,180,1,181,73,2.479,46,18,6,3,0,0,0,0,0,2020
3,Artem Laguta,WRO,Tak,18,201,9,210,89,2.36,51,17,14,7,0,0,0,0,0,2021
6,Artem Laguta,WRO,Tak,20,201,12,213,95,2.242,48,20,17,6,1,1,1,0,1,2023
1,Artem Laguta,WRO,Tak,20,244,12,256,104,2.462,56,34,8,4,0,0,0,2,0,2024
49,Artem Vodyakov,ZIE,Nie,7,16,5,21,18,1.167,2,3,4,7,2,0,0,0,0,2008
74,Artem Vodyakov,ZIE,Nie,2,1,0,1,3,0.333,0,0,1,0,1,0,0,1,0,2009
94,Artur Cy?o,RZE,Nie,1,1,0,1,3,0.333,0,0,1,1,0,0,0,1,0,2013
54,Artur Czaja,CZE,Tak,14,37,3,40,43,0.93,6,7,5,20,2,0,0,2,1,2011
66,Artur Czaja,CZE,Tak,17,57,6,63,60,1.05,6,12,15,22,0,0,3,2,0,2012
53,Artur Czaja,CZE,Tak,21,106,13,119,83,1.434,18,15,22,23,3,0,0,2,0,2013
55,Artur Czaja,CZE,Tak,14,62,9,71,61,1.164,7,11,19,21,2,0,0,1,0,2014
52,Artur Czaja,RZE,Tak,14,55,6,61,53,1.151,6,11,15,18,0,0,0,1,2,2015
49,Artur Mroczka,GOR,Nie,10,30,9,39,35,1.114,3,4,13,12,0,0,0,2,1,2011
52,Artur Mroczka,GDA,Tak,14,78,4,82,67,1.224,6,16,28,13,2,1,0,1,0,2014
34,Artur Mroczka,TAR,Tak,18,92,18,110,76,1.447,13,16,21,25,0,1,0,0,0,2015
65,Artur Mroczka,TOR,Nie,1,1,1,2,3,0.667,0,0,1,2,0,0,0,0,0,2016
47,Artur Mroczka,TAR,Tak,14,58,9,67,59,1.136,6,10,20,17,1,1,0,4,0,2018
76,Aureliusz Bielinski,GDA,Nie,2,0,0,0,8,0,0,0,0,7,0,0,0,0,1,2014
68,Bartlomiej Kowalski,CZE,Nie,13,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2020
45,Bartlomiej Kowalski,CZE,Nie,12,8,2,10,8,1.25,0,3,2,2,0,0,0,1,0,2021
38,Bartlomiej Kowalski,WRO,Tak,16,79,10,89,61,1.459,13,11,18,15,1,0,0,3,0,2022
26,Bartlomiej Kowalski,WRO,Tak,20,117,10,127,74,1.716,23,15,18,14,0,0,0,4,0,2023
22,Bartlomiej Kowalski,WRO,Tak,20,129,22,151,85,1.776,21,23,20,17,0,1,0,3,0,2024
68,Bartosz ?wi?cik,CZE,Nie,12,9,3,12,31,0.387,0,1,7,17,3,3,0,0,0,2018
51,Bartosz Banbor,LUB,Tak,20,33,6,39,41,0.951,3,7,10,19,1,0,0,1,0,2023
48,Bartosz Banbor,LUB,Tak,20,55,16,71,64,1.109,4,12,19,27,1,0,0,1,0,2024
98,Bartosz Bietracki,BYD,Nie,1,0,0,0,3,0,0,0,0,2,0,0,1,0,0,2012
98,Bartosz Bietracki,BYD,Nie,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2013
75,Bartosz Jaworski,LUB,Nie,20,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2024
74,Bartosz Pietrykowski,TOR,Nie,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2010
70,Bartosz Pietrykowski,TOR,Nie,9,6,4,10,26,0.385,0,1,4,20,1,0,0,0,0,2011
65,Bartosz Smektala,LES,Nie,3,5,2,7,9,0.778,0,2,1,5,1,0,0,0,0,2014
60,Bartosz Smektala,LES,Tak,16,34,4,38,53,0.717,0,7,20,24,1,0,0,1,0,2015
52,Bartosz Smektala,LES,Tak,14,39,7,46,46,1,5,6,12,20,1,0,1,1,0,2016
25,Bartosz Smektala,LES,Tak,18,112,7,119,66,1.803,22,18,10,16,0,0,0,0,0,2017
18,Bartosz Smektala,LES,Tak,18,121,15,136,72,1.889,21,21,16,13,0,0,0,0,1,2018
19,Bartosz Smektala,LES,Tak,18,121,13,134,72,1.861,24,15,19,12,1,0,0,1,0,2019
20,Bartosz Smektala,LES,Tak,18,137,12,149,80,1.863,24,23,19,13,0,0,0,1,0,2020
36,Bartosz Smektala,CZE,Tak,14,92,8,100,67,1.493,16,15,14,22,0,0,0,0,0,2021
25,Bartosz Smektala,CZE,Tak,20,134,24,158,97,1.629,19,25,27,24,2,0,0,0,0,2022
30,Bartosz Smektala,LES,Tak,16,126,9,135,81,1.667,17,27,21,16,0,0,0,0,0,2023
41,Bartosz Smektala,LES,Tak,10,48,7,55,41,1.341,5,9,15,11,0,0,0,1,0,2024
71,Bartosz Smigielski,CZE,Nie,9,4,0,4,12,0.333,1,0,1,6,0,1,0,1,2,2024
36,Bartosz Zmarzlik,GOR,Tak,18,94,7,101,69,1.464,19,10,17,21,1,1,0,0,0,2011
27,Bartosz Zmarzlik,GOR,Tak,18,117,16,133,72,1.847,20,20,17,11,2,1,0,1,0,2012
28,Bartosz Zmarzlik,GOR,Tak,18,151,13,164,92,1.783,31,16,26,15,3,0,0,1,0,2013
16,Bartosz Zmarzlik,GOR,Tak,18,175,12,187,91,2.055,41,18,16,10,4,0,0,2,0,2014
4,Bartosz Zmarzlik,GOR,Tak,14,161,7,168,72,2.333,39,18,8,7,0,0,0,0,0,2015
1,Bartosz Zmarzlik,GOR,Tak,18,207,11,218,88,2.477,54,17,11,4,0,1,0,1,0,2016
1,Bartosz Zmarzlik,GOR,Tak,18,215,6,221,93,2.376,45,35,10,1,0,0,0,2,0,2017
1,Bartosz Zmarzlik,GOR,Tak,18,237,5,242,94,2.574,62,21,9,1,0,0,0,1,0,2018
2,Bartosz Zmarzlik,GOR,Tak,14,183,5,188,78,2.41,42,25,7,2,0,0,0,2,0,2019
4,Bartosz Zmarzlik,GOR,Tak,17,217,9,226,93,2.43,55,22,8,6,0,1,0,1,0,2020
1,Bartosz Zmarzlik,GOR,Tak,18,253,4,257,97,2.649,69,20,6,1,1,0,0,0,0,2021
1,Bartosz Zmarzlik,GOR,Tak,20,278,6,284,106,2.679,75,23,7,1,0,0,0,0,0,2022
1,Bartosz Zmarzlik,LUB,Tak,20,237,8,245,97,2.526,59,25,10,2,0,0,0,1,0,2023
2,Bartosz Zmarzlik,LUB,Tak,20,216,9,225,93,2.419,55,18,15,4,0,0,0,1,0,2024
15,Benjamin JohnBarker,WRO,Nie,1,4,0,4,2,2,1,0,1,0,0,0,0,0,0,2008
57,Benjamin JohnBarker,WRO,Nie,4,13,2,15,15,1,1,4,2,7,0,0,0,1,0,2009
17,Benjamin Cook,LES,Tak,8,75,6,81,41,1.976,15,10,10,5,0,0,0,1,0,2024
76,Billy Hamill,ZIE,Nie,1,2,0,2,4,0.5,0,1,0,2,1,0,0,0,0,2007
27,Bjarne Pedersen,TAR,Tak,14,86,11,97,59,1.644,11,16,21,10,1,0,0,0,0,2010
26,Bjarne Pedersen,TAR,Tak,13,81,16,97,57,1.702,10,16,19,11,1,0,0,0,0,2011
40,Bjarne Pedersen,GNI,Tak,16,105,10,115,73,1.575,8,25,31,9,0,0,0,0,0,2013
51,Borys Miturski,CZE,Nie,3,5,0,5,4,1.25,1,0,2,1,0,0,0,0,0,2007
63,Borys Miturski,CZE,Nie,8,12,3,15,16,0.938,2,1,4,5,1,0,0,2,1,2008
64,Borys Miturski,CZE,Nie,18,24,3,27,35,0.771,1,7,7,18,2,0,0,0,0,2009
61,Borys Miturski,CZE,Tak,14,26,9,35,36,0.972,1,5,13,15,2,0,0,0,0,2010
63,Borys Miturski,CZE,Nie,2,7,1,8,10,0.8,0,2,3,4,1,0,0,0,0,2014
37,Brady Kurtz,LES,Tak,18,90,21,111,78,1.423,10,16,28,23,0,0,0,0,1,2018
42,Brady Kurtz,LES,Tak,18,79,11,90,69,1.304,8,14,27,20,0,0,0,0,0,2019
49,Brady Kurtz,LES,Nie,2,8,0,8,7,1.143,1,2,1,3,0,0,0,0,0,2020
59,Cameron Woodward,RZE,Nie,4,11,5,16,16,1,0,3,5,7,1,0,0,0,0,2008
41,Charles Wright,WRO,Nie,1,2,2,4,3,1.333,0,0,2,0,0,0,0,1,0,2023
28,Chris Harris,RZE,Tak,16,121,14,135,81,1.667,12,29,27,13,0,0,0,0,0,2011
62,Chris Harris,CZE,Nie,5,25,3,28,25,1.12,3,6,4,8,2,0,0,1,1,2012
28,Chris Holder,WRO,Tak,12,94,10,104,62,1.677,14,17,18,12,1,0,0,0,0,2007
9,Chris Holder,TOR,Tak,20,189,28,217,103,2.107,29,38,26,9,1,0,0,0,0,2008
13,Chris Holder,TOR,Tak,20,175,13,188,92,2.043,31,31,20,10,0,0,0,0,0,2009
20,Chris Holder,TOR,Tak,20,163,15,178,100,1.78,26,29,27,17,0,1,0,0,0,2010
10,Chris Holder,TOR,Tak,19,188,21,209,99,2.111,34,33,20,11,0,0,0,1,0,2011
3,Chris Holder,TOR,Tak,22,259,16,275,119,2.311,63,24,22,10,0,0,0,0,0,2012
6,Chris Holder,TOR,Tak,14,144,10,154,69,2.232,30,23,8,6,1,0,0,1,0,2013
24,Chris Holder,TOR,Tak,12,89,16,105,59,1.78,12,20,13,12,1,1,0,0,0,2014
24,Chris Holder,TOR,Tak,18,153,12,165,90,1.833,22,32,23,10,1,0,0,1,1,2015
9,Chris Holder,TOR,Tak,18,180,14,194,91,2.132,39,22,19,10,0,1,0,0,0,2016
26,Chris Holder,TOR,Tak,14,104,13,117,66,1.773,15,22,15,14,0,0,0,0,0,2017
24,Chris Holder,TOR,Tak,13,92,12,104,60,1.733,15,12,23,10,0,0,0,0,0,2018
27,Chris Holder,TOR,Tak,14,107,7,114,68,1.676,16,22,15,15,0,0,0,0,0,2019
31,Chris Holder,TOR,Tak,14,88,14,102,64,1.594,8,19,26,11,0,0,0,0,0,2021
13,Chris Holder,OST,Tak,14,151,5,156,79,1.975,27,26,18,8,0,0,0,0,0,2022
43,Chris Holder,LES,Nie,8,35,1,36,29,1.241,4,7,9,8,1,0,0,0,0,2023
77,Connor Bailey,WRO,Nie,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2023
75,Cyprian Szymko,GDA,Nie,5,2,0,2,17,0.118,0,0,2,10,4,0,0,1,0,2014
79,Damian Adamczak,BYD,Nie,4,0,0,0,5,0,0,0,0,4,0,0,0,0,1,2009
73,Damian Adamczak,BYD,Nie,8,6,1,7,22,0.318,0,0,6,15,1,0,0,0,0,2010
83,Damian Adamczak,GNI,Nie,7,19,3,22,32,0.688,3,0,10,12,4,2,0,1,0,2013
24,Damian Balinski,LES,Tak,20,141,27,168,92,1.826,19,30,24,15,0,1,0,2,1,2008
42,Damian Balinski,LES,Tak,12,50,11,61,48,1.271,5,10,15,15,0,0,0,2,1,2009
9,Damian Balinski,LES,Tak,20,167,26,193,92,2.098,28,31,21,11,0,0,1,0,0,2010
32,Damian Balinski,LES,Tak,14,74,9,83,53,1.566,12,9,20,10,1,0,0,0,1,2011
33,Damian Balinski,LES,Tak,14,100,17,117,68,1.721,11,22,23,8,1,0,0,2,1,2012
47,Damian Balinski,LES,Tak,17,91,11,102,69,1.478,7,22,26,12,1,0,1,0,0,2013
50,Damian Balinski,LES,Tak,13,47,10,57,46,1.239,4,9,17,13,1,0,0,2,0,2014
50,Damian Balinski,RYB,Tak,13,43,9,52,49,1.061,4,7,17,17,1,0,1,2,0,2016
60,Damian Balinski,RYB,Tak,10,21,6,27,31,0.871,1,3,12,11,4,0,0,0,0,2017
16,Damian Balinski,LES,Tak,20,162,30,192,97,1.979,21,36,27,12,0,0,0,0,1,2007
85,Damian Celmer,TOR,Nie,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2007
74,Damian Celmer,TOR,Nie,15,12,1,13,20,0.65,2,2,2,9,1,1,0,2,1,2008
69,Damian Celmer,TOR,Nie,10,7,2,9,16,0.563,0,2,3,10,0,0,0,1,0,2009
74,Damian Dabrowski,TAR,Nie,1,1,0,1,4,0.25,0,0,1,2,0,0,0,1,0,2014
68,Damian Dabrowski,TAR,Nie,6,2,1,3,14,0.214,0,0,2,11,0,0,0,0,1,2015
57,Damian Drozdz,WRO,Nie,5,7,1,8,10,0.8,0,1,5,4,0,0,0,0,0,2015
61,Damian Drozdz,WRO,Tak,17,38,6,44,56,0.786,5,5,13,29,1,0,0,3,0,2016
44,Damian Drozdz,WRO,Tak,17,58,14,72,52,1.385,4,14,18,16,0,0,0,0,0,2017
69,Damian Drozdz,WRO,Nie,18,5,1,6,17,0.353,0,1,3,12,1,0,0,0,0,2018
58,Damian Drozdz,CZE,Nie,18,4,0,4,5,0.8,0,2,0,3,0,0,0,0,0,2019
74,Damian Lotarski,GRU,Nie,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2017
74,Damian Lotarski,GRU,Nie,2,0,0,0,6,0,0,0,0,6,0,0,0,0,0,2018
64,Damian Lotarski,GRU,Nie,9,8,3,11,27,0.407,0,1,6,19,1,0,0,0,0,2020
90,Damian Michalski,RZE,Nie,6,3,2,5,14,0.357,0,0,3,7,3,0,0,0,1,2012
55,Damian Pawliczak,ZIE,Nie,3,7,0,7,8,0.875,0,2,3,3,0,0,0,0,0,2018
64,Damian Pawliczak,ZIE,Tak,16,17,3,20,37,0.541,1,4,6,26,0,0,0,0,0,2019
39,Damian Pawliczak,ZIE,Nie,15,22,2,24,19,1.263,4,2,6,5,1,0,0,1,0,2020
51,Damian Pawliczak,ZIE,Nie,13,19,4,23,24,0.958,2,2,9,10,0,0,0,0,1,2021
46,Damian Pawliczak,LES,Tak,13,54,7,61,49,1.245,9,6,15,17,1,1,0,0,0,2021
43,Damian Pawliczak,LES,Tak,13,47,4,51,45,1.133,7,8,10,20,0,0,0,0,0,2022
44,Damian Ratajczak,LES,Tak,16,71,7,78,66,1.182,11,13,12,29,0,0,0,1,0,2023
