ID,Rider,Team,Kls,Me,Scr,Bon,Sum,St,Avg,I,II,III,IV,D,T,M,W,U,Year
77,SimonNielsen,WRO,Nie,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2011
87,StevenJohnston,TOR,Nie,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2007
66,SzymonBa?dur,KRO,Nie,8,8,1,9,15,0.6,1,2,1,9,0,0,0,1,1,2023
87,SzymonKie?basa,TAR,Nie,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2007
73,SzymonKie?basa,TAR,Tak,8,17,2,19,29,0.655,0,4,9,15,1,0,0,0,0,2008
44,SzymonKie?basa,TAR,Tak,16,43,9,52,44,1.182,6,7,11,14,1,1,0,2,2,2010
61,SzymonLudwiczak,CZE,Nie,11,16,2,18,25,0.72,2,2,6,13,0,0,0,2,0,2024
57,SzymonSzlauderbach,LES,Nie,7,4,1,5,6,0.833,0,1,2,3,0,0,0,0,0,2018
55,SzymonSzlauderbach,LES,Tak,18,47,8,55,55,1,5,6,20,23,0,0,0,0,1,2020
69,SzymonSzlauderbach,LES,Nie,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2021
67,Szymon Wozniak,BYD,Nie,14,16,2,18,28,0.643,1,1,11,14,0,0,0,1,0,2009
54,Szymon Wozniak,BYD,Tak,14,50,5,55,55,1,5,10,15,24,0,0,0,1,0,2010
46,Szymon Wozniak,BYD,Tak,18,88,15,103,71,1.451,13,16,17,19,1,3,0,2,0,2012
48,Szymon Wozniak,BYD,Tak,18,86,16,102,69,1.478,13,14,19,21,0,0,0,1,1,2013
41,Szymon Wozniak,WRO,Tak,17,75,15,90,68,1.324,5,17,26,19,0,0,0,1,0,2016
34,Szymon Wozniak,WRO,Tak,15,88,18,106,68,1.559,13,15,19,18,2,0,0,1,0,2017
29,Szymon Wozniak,GOR,Tak,17,117,14,131,80,1.638,17,21,24,18,0,0,0,0,0,2018
16,Szymon Wozniak,GOR,Tak,13,111,10,121,62,1.952,21,18,12,11,0,0,0,0,0,2019
32,Szymon Wozniak,GOR,Tak,15,97,17,114,73,1.562,13,18,22,19,1,0,0,0,0,2020
21,Szymon Wozniak,GOR,Tak,16,122,20,142,79,1.797,17,24,23,13,0,1,0,1,0,2021
19,Szymon Wozniak,GOR,Tak,19,170,15,185,100,1.85,27,28,33,11,0,0,0,1,0,2022
15,Szymon Wozniak,GOR,Tak,16,136,16,152,77,1.974,23,27,13,10,1,0,0,3,0,2023
27,Szymon Wozniak,GOR,Tak,19,137,16,153,90,1.7,20,26,25,17,0,0,0,2,0,2024
64,TadeuszKostro,TAR,Tak,15,25,4,29,43,0.674,1,5,12,22,1,0,1,1,0,2011
65,TaiWoffinden,CZE,Nie,11,26,5,31,35,0.886,2,5,10,15,2,0,0,0,1,2008
27,TaiWoffinden,CZE,Tak,17,125,16,141,86,1.64,21,19,24,19,2,0,0,0,1,2009
43,TaiWoffinden,CZE,Tak,14,65,7,72,60,1.2,8,11,19,20,0,0,1,1,0,2010
32,TaiWoffinden,WRO,Tak,17,115,13,128,71,1.803,17,22,20,8,1,1,0,2,0,2012
3,TaiWoffinden,WRO,Tak,16,203,12,215,87,2.471,50,19,15,1,1,0,0,1,0,2013
8,TaiWoffinden,WRO,Tak,12,128,11,139,63,2.206,22,24,14,3,0,0,0,0,0,2014
2,TaiWoffinden,WRO,Tak,18,220,7,227,94,2.415,51,28,11,1,0,2,0,1,0,2015
2,TaiWoffinden,WRO,Tak,18,223,6,229,95,2.411,56,22,11,5,1,0,0,0,0,2016
7,TaiWoffinden,WRO,Tak,18,178,16,194,94,2.064,36,24,22,9,0,0,0,3,0,2017
5,TaiWoffinden,WRO,Tak,18,195,17,212,95,2.232,38,32,17,7,0,0,0,1,0,2018
8,TaiWoffinden,WRO,Tak,18,151,8,159,72,2.208,35,18,10,9,0,0,0,0,0,2019
7,TaiWoffinden,WRO,Tak,18,167,13,180,83,2.169,29,32,16,6,0,0,0,0,0,2020
8,TaiWoffinden,WRO,Tak,18,132,16,148,71,2.085,23,22,19,4,1,0,0,1,1,2021
16,TaiWoffinden,WRO,Tak,16,163,20,183,95,1.926,32,21,25,12,1,0,0,3,1,2022
17,TaiWoffinden,WRO,Tak,18,134,25,159,81,1.963,21,24,23,10,1,0,0,2,0,2023
38,TaiWoffinden,WRO,Nie,9,51,2,53,38,1.395,8,9,9,11,1,0,0,0,0,2024
99,TimoLahti,RZE,Nie,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2012
54,TimSorensen,OST,Tak,10,9,4,13,18,0.722,0,0,9,7,0,0,0,2,0,2022
83,TobiasBusch,TAR,Nie,3,4,0,4,10,0.4,0,1,2,5,1,0,0,1,0,2008
59,TobiasKroner,GDA,Nie,5,14,3,17,19,0.895,2,2,4,8,1,1,0,1,0,2009
50,TobiaszMusielak,LES,Tak,20,72,8,80,74,1.081,9,12,21,23,0,3,0,5,1,2011
43,TobiaszMusielak,LES,Tak,18,93,13,106,71,1.493,12,20,17,17,0,2,0,2,1,2012
34,TobiaszMusielak,LES,Tak,11,62,8,70,42,1.667,5,17,13,4,0,1,0,1,1,2013
27,TobiaszMusielak,LES,Tak,18,125,11,136,77,1.766,24,23,7,15,1,4,0,2,1,2014
45,TobiaszMusielak,LES,Tak,11,38,8,46,38,1.211,4,6,14,13,0,0,0,1,0,2015
40,TobiaszMusielak,LES,Tak,12,55,14,69,52,1.327,4,12,19,12,0,1,0,4,0,2016
49,TobiaszMusielak,RYB,Tak,14,70,4,74,62,1.194,8,13,20,13,0,5,0,3,0,2017
50,TobiaszMusielak,CZE,Tak,18,54,17,71,64,1.109,1,11,29,20,0,0,0,3,0,2018
51,Tomas H.Jonasson,GOR,Tak,13,64,6,70,62,1.129,7,15,13,22,3,0,0,1,1,2008
36,Tomas H.Jonasson,GOR,Tak,14,80,11,91,66,1.379,9,17,19,16,1,2,1,1,0,2009
37,Tomas H.Jonasson,GDA,Tak,17,127,9,136,82,1.659,17,28,20,10,2,1,0,3,1,2012
30,Tomas H.Jonasson,GDA,Tak,7,59,0,59,34,1.735,11,11,4,4,2,0,0,1,1,2014
41,Tomas H.Jonasson,LES,Tak,11,40,10,50,37,1.351,3,10,11,12,0,0,0,1,0,2015
54,TomaszChrzanowski,BYD,Tak,19,74,12,86,81,1.062,8,13,24,35,1,0,0,0,0,2009
69,TomaszChrzanowski,GDA,Tak,15,59,6,65,65,1,2,15,23,25,0,0,0,0,0,2012
31,TomaszGapi?ski,WRO,Tak,18,110,20,130,80,1.625,13,24,23,16,1,2,0,1,0,2007
20,TomaszGapi?ski,CZE,Tak,14,82,22,104,56,1.857,9,19,17,10,0,0,0,1,0,2008
22,TomaszGapi?ski,CZE,Tak,18,133,16,149,85,1.753,23,19,26,15,1,1,0,0,0,2009
30,TomaszGapi?ski,GOR,Tak,15,106,13,119,75,1.587,16,16,26,15,0,1,0,1,0,2010
42,TomaszGapi?ski,BYD,Tak,18,107,10,117,78,1.5,14,22,21,19,0,0,0,1,1,2012
36,TomaszGapi?ski,GOR,Tak,12,74,8,82,50,1.64,10,14,16,10,0,0,0,0,0,2013
51,TomaszGapi?ski,GOR,Nie,6,23,4,27,22,1.227,2,3,11,6,0,0,0,0,0,2014
48,TomaszGapi?ski,GOR,Tak,11,44,8,52,44,1.182,6,7,12,18,0,0,1,0,0,2015
41,TomaszGapi?ski,OST,Tak,14,70,6,76,60,1.267,8,16,14,22,0,0,0,0,0,2022
3,Tomasz Gollob,TAR,Tak,16,184,10,194,84,2.31,35,33,13,1,0,1,1,0,0,2007
4,Tomasz Gollob,GOR,Tak,16,185,11,196,83,2.361,39,28,12,3,0,0,0,0,1,2008
5,Tomasz Gollob,GOR,Tak,16,170,14,184,82,2.244,35,27,11,3,4,0,0,2,0,2009
1,Tomasz Gollob,GOR,Tak,16,216,6,222,83,2.675,62,12,6,0,2,0,0,1,0,2010
2,Tomasz Gollob,GOR,Tak,20,236,13,249,103,2.417,54,31,12,4,1,0,0,1,0,2011
31,Tomasz Gollob,GOR,Tak,22,172,13,185,102,1.814,27,33,25,9,6,1,0,1,0,2012
9,Tomasz Gollob,TOR,Tak,21,239,13,252,117,2.154,52,32,19,11,2,0,0,1,0,2013
29,Tomasz Gollob,TOR,Tak,14,92,9,101,58,1.741,19,12,11,11,5,0,0,0,0,2014
30,Tomasz Gollob,GRU,Tak,14,107,9,116,72,1.611,14,24,17,14,3,0,0,0,0,2015
22,Tomasz Gollob,GRU,Tak,12,79,10,89,49,1.816,13,15,10,9,1,0,0,1,0,2016
34,TomaszJ?drzejak,WRO,Tak,16,74,25,99,63,1.571,5,19,21,14,2,0,0,2,0,2007
26,TomaszJ?drzejak,WRO,Tak,16,142,9,151,85,1.776,26,19,26,11,3,0,0,0,0,2008
32,TomaszJ?drzejak,WRO,Tak,16,103,10,113,74,1.527,10,27,19,17,0,1,0,0,0,2009
51,TomaszJ?drzejak,TAR,Tak,11,44,5,49,46,1.065,6,6,14,20,0,0,0,0,0,2010
31,TomaszJ?drzejak,WRO,Tak,15,107,11,118,75,1.573,13,24,20,15,1,0,0,1,1,2011
14,TomaszJ?drzejak,WRO,Tak,20,208,13,221,110,2.009,41,33,19,13,1,0,2,1,0,2012
33,TomaszJ?drzejak,WRO,Tak,18,136,14,150,90,1.667,18,25,32,14,1,0,0,0,0,2013
39,TomaszJ?drzejak,WRO,Tak,14,94,9,103,65,1.585,13,19,17,15,0,0,0,0,1,2014
38,TomaszJ?drzejak,WRO,Tak,18,97,11,108,77,1.403,13,17,24,20,0,0,0,1,2,2015
33,TomaszJ?drzejak,WRO,Tak,18,118,11,129,81,1.593,19,19,23,17,2,0,0,1,0,2016
48,TomaszJ?drzejak,WRO,Nie,6,28,5,33,26,1.269,4,3,10,8,1,0,0,0,0,2017
84,TravisMcGowan,LES,Nie,2,0,0,0,4,0,0,0,0,2,1,0,0,1,0,2007
78,TravisMcGowan,WRO,Nie,3,1,0,1,8,0.125,0,0,1,7,0,0,0,0,0,2009
37,TroyBatchelor,LES,Tak,12,75,11,86,57,1.509,8,17,17,13,0,2,0,0,0,2007
53,TroyBatchelor,LES,Nie,11,35,6,41,37,1.108,4,4,15,12,2,0,0,0,0,2008
62,TroyBatchelor,LES,Nie,4,7,3,10,12,0.833,0,1,5,6,0,0,0,0,0,2009
26,TroyBatchelor,LES,Tak,19,108,26,134,81,1.654,14,23,20,19,1,1,0,2,1,2010
27,TroyBatchelor,LES,Tak,20,162,12,174,103,1.689,27,31,19,17,5,1,0,2,1,2011
38,TroyBatchelor,LES,Tak,15,90,16,106,64,1.656,11,20,17,15,1,0,0,0,0,2012
16,TroyBatchelor,WRO,Tak,18,172,12,184,90,2.044,31,26,27,5,0,0,0,1,0,2013
43,TroyBatchelor,WRO,Tak,11,64,5,69,50,1.38,5,19,11,14,1,0,0,0,0,2014
55,TroyBatchelor,RYB,Nie,1,3,0,3,3,1,0,0,3,0,0,0,0,0,0,2016
59,TroyBatchelor,RYB,Nie,4,5,0,5,8,0.625,0,1,3,4,0,0,0,0,0,2020
87,TyronProctor,WRO,Nie,2,3,1,4,9,0.444,0,1,1,5,2,0,0,0,0,2012
44,Vaclav Milik,WRO,Tak,16,59,16,75,61,1.23,3,12,26,15,3,0,0,2,0,2015
14,Vaclav Milik,WRO,Tak,16,141,14,155,78,1.987,20,31,19,8,0,0,0,0,0,2016
31,Vaclav Milik,WRO,Tak,16,114,9,123,72,1.708,21,15,21,15,0,0,0,0,0,2017
38,Vaclav Milik,WRO,Tak,18,101,7,108,77,1.403,22,10,15,27,2,0,0,1,0,2018
46,Vaclav Milik,WRO,Tak,13,43,10,53,43,1.233,5,10,8,17,1,0,0,2,0,2019
43,Vaclav Milik,RYB,Tak,13,70,6,76,62,1.226,3,21,19,15,2,0,0,2,0,2020
32,Vaclav Milik,KRO,Tak,14,93,14,107,67,1.597,14,16,19,17,1,0,0,0,0,2023
29,VadimTarasenko,GRU,Tak,11,77,11,88,52,1.692,7,20,16,7,1,1,0,0,0,2023
20,VadimTarasenko,GRU,Tak,15,131,16,147,79,1.861,16,32,19,10,0,2,0,0,0,2024
96,ViktorKulakov,BYD,Nie,4,1,0,1,7,0.143,0,0,1,6,0,0,0,0,0,2012
42,ViktorKulakov,TOR,Nie,4,16,1,17,12,1.417,3,3,1,3,1,0,0,1,0,2014
73,ViktorKulakov,TAR,Nie,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2015
48,ViktorKulakov,TAR,Nie,14,16,1,17,15,1.133,2,3,4,6,0,0,0,0,0,2018
43,ViktorTrofymov,LUB,Tak,14,44,13,57,44,1.295,5,8,13,17,0,0,0,1,0,2019
47,ViktorTrofymov,LUB,Tak,14,44,8,52,44,1.182,3,10,15,16,0,0,0,0,0,2020
7,Wies?awJagu?,TOR,Tak,19,199,16,215,96,2.24,48,18,19,10,1,0,0,0,0,2008
16,Wies?awJagu?,TOR,Tak,20,167,11,178,92,1.935,34,21,23,13,0,0,0,1,0,2009
37,Wies?awJagu?,TOR,Tak,20,113,13,126,86,1.465,17,16,30,21,2,0,0,0,0,2010
9,WieslawJagus,TOR,Tak,19,183,5,188,87,2.161,41,22,16,7,0,0,0,0,1,2007
62,WiktorJasi?ski,GOR,Tak,16,19,5,24,41,0.585,0,4,11,22,1,0,0,2,1,2020
49,WiktorJasi?ski,GOR,Tak,17,60,2,62,61,1.016,8,8,20,21,0,0,1,3,0,2021
46,WiktorJasi?ski,GOR,Tak,20,28,10,38,36,1.056,2,3,16,12,0,0,0,3,0,2022
46,WiktorJasi?ski,GOR,Tak,16,44,9,53,48,1.104,3,7,21,15,1,0,0,1,0,2023
32,WiktorLampart,LUB,Tak,14,78,10,88,57,1.544,11,14,17,15,0,0,0,0,0,2019
53,WiktorLampart,LUB,Tak,14,45,6,51,47,1.085,6,7,13,16,1,0,0,4,0,2020
20,WiktorLampart,LUB,Tak,18,107,16,123,68,1.809,19,17,16,14,0,2,0,0,0,2021
30,WiktorLampart,LUB,Tak,20,102,17,119,78,1.526,14,19,22,23,0,0,0,0,0,2022
40,WiktorLampart,TOR,Tak,18,85,15,100,74,1.351,7,17,30,19,0,0,0,1,0,2023
49,WiktorLampart,TOR,Tak,16,50,12,62,56,1.107,3,12,17,23,0,1,0,0,0,2024
74,WiktorLis,LES,Nie,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,2017
13,WiktorPrzyjemski,LUB,Tak,20,122,16,138,67,2.06,23,19,15,8,2,0,0,0,0,2024
71,WiktorRafalski,GRU,Tak,8,1,0,1,9,0.111,0,0,1,8,0,0,0,0,0,2022
48,WiktorRafalski,GRU,Nie,13,7,2,9,9,1,0,2,3,4,0,0,0,0,0,2023
69,WilliamEchardt Drejer,WRO,Nie,2,1,0,1,2,0.5,0,0,1,1,0,0,0,0,0,2024
76,WojciechLisiecki,GNI,Tak,13,21,7,28,37,0.757,1,5,8,19,1,0,0,3,0,2013
76,ZbigniewCzerwi?ski,TOR,Nie,5,8,3,11,14,0.786,1,1,3,8,1,0,0,0,0,2012
54,ZbigniewSuchecki,ZIE,Nie,5,15,6,21,19,1.105,1,2,8,8,0,0,0,0,0,2007
72,ZbigniewSuchecki,GOR,Nie,3,3,0,3,8,0.375,0,0,3,5,0,0,0,0,0,2010
50,ZbigniewSuchecki,GDA,Tak,9,51,11,62,46,1.348,4,10,19,10,2,0,0,1,0,2012
56,ZbigniewSuchecki,WRO,Tak,18,80,16,96,70,1.371,10,17,16,25,2,0,0,0,0,2013
57,ZbigniewSuchecki,WRO,Nie,5,16,4,20,18,1.111,1,3,7,6,0,0,0,1,0,2014
